City_ID,City,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
633,Chiang Mai,18.75,99,84.4,89.67,57,20,5.75,TH,few clouds
634,Mangrol,21.1167,70.1167,86.13,86.13,57,0,16.42,IN,clear sky
635,Kaduqli,11.0167,29.7167,106.3,106.3,10,88,2.46,SD,overcast clouds
636,Carpentras,44.0833,5.1667,70.03,72.79,37,16,8.99,FR,few clouds
637,Mehamn,71.0357,27.8492,24.71,24.71,69,100,19.82,NO,overcast clouds
638,Ruteng,-8.6136,120.4721,64.08,64.08,95,100,1.07,ID,overcast clouds
639,Tavrichanka,43.3378,131.8639,50.86,51.66,42,86,5.68,RU,overcast clouds
640,Porto Velho,-8.7619,-63.9039,80.65,80.65,83,40,3.44,BR,scattered clouds
641,Cartagena,10.3997,-75.5144,83.82,83.82,74,75,6.91,CO,broken clouds
642,Udachnyy,66.4167,112.4,13.57,13.57,89,99,2.91,RU,overcast clouds
643,Avallon,47.4833,3.9,62.44,62.44,56,14,11.34,FR,few clouds
644,Sabang,5.8933,95.3214,84.27,84.27,71,94,4.03,ID,overcast clouds
645,Marawi,7.9986,124.2928,70.39,70.39,95,100,2.28,PH,overcast clouds
646,Vangaindrano,-23.35,47.6,75.02,75.02,86,75,17.25,MG,broken clouds
647,Bilma,18.6853,12.9164,105.04,105.04,5,3,10.22,NE,clear sky
648,Port Augusta,-32.5,137.7667,66.97,66.97,72,100,8.32,AU,overcast clouds
649,Pampa,35.5362,-100.9599,57.24,59.58,54,0,14.97,US,clear sky
650,Radcliff,37.8404,-85.9491,49.15,55.11,48,0,3,US,clear sky
651,Rossano,39.5751,16.6349,70.12,70.12,40,0,4.79,IT,clear sky
652,Wiang Sa,8.6359,99.3666,81.5,81.5,83,10,3.18,TH,clear sky
653,Taldan,53.6667,124.8,28.76,28.76,54,48,3.53,RU,scattered clouds
654,Klaksvik,62.2266,-6.589,47.32,47.32,71,99,12.17,FO,overcast clouds
655,Janakpur,26.7183,85.9065,94.05,94.05,12,0,4.97,NP,clear sky
656,Luganville,-15.5333,167.1667,77.68,77.68,87,89,9.06,VU,overcast clouds
657,Zhireken,52.8249,117.3076,30.96,30.96,24,76,3.33,RU,broken clouds
658,Huicungo,-7.2833,-76.8,75.45,75.45,88,40,1.14,PE,mist
659,Nara,34.6851,135.8049,50.7,58.5,48,100,4.21,JP,overcast clouds
660,Wukari,7.85,9.7833,88.75,88.75,51,98,9.24,NG,light rain
661,Puerto Penasco,31.3167,-113.5333,70.92,70.92,72,0,17,MX,clear sky
662,Ulaangom,49.9811,92.0667,44.17,44.17,48,100,5.44,MN,overcast clouds
663,Mezen,65.8522,44.24,23.63,23.63,82,58,13.22,RU,broken clouds
664,Sorland,67.667,12.6934,34.74,34.74,64,98,15.5,NO,overcast clouds
665,Kattivakkam,13.2167,80.3167,86.07,87.89,84,46,11.43,IN,scattered clouds
666,Aitape,-3.1374,142.3475,79.81,79.81,87,60,4.45,PG,broken clouds
667,Bailesti,44.0167,23.35,74.95,74.95,41,5,3.65,RO,clear sky
668,Kangshan,28.8812,116.4311,70.72,70.72,85,94,7.99,CN,overcast clouds
669,Vao,-22.6667,167.4833,74.73,74.73,65,100,20.02,NC,overcast clouds
670,Mingguang,32.7802,117.9638,58.21,58.21,52,93,14.45,CN,overcast clouds
671,Pontes E Lacerda,-15.2261,-59.3353,86.2,86.2,49,38,7,BR,scattered clouds
672,Verkhnetulomskiy,68.6073,31.7962,28.13,28.53,68,99,10.63,RU,light snow
673,Raikot,30.65,75.6,103.14,103.14,10,0,6.53,IN,clear sky
674,Villazon,-22.0866,-65.5942,58.35,58.35,7,100,6.31,BO,overcast clouds
675,Storslett,69.7678,21.0247,28.4,28.4,80,100,8.05,NO,overcast clouds
